編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPVNMLPLKIJGFAO76CC,34,29.52,住家用,鋼筋混凝土造,80年3月7日,六層,,
RPVNMLPLKIJGFAO76CC,34,10.16,共有部分,鋼筋混凝土造,80年3月7日,六層,,
RPRNMLKMKIJGFAO58CC,40,13.23,住家用,加強磚造,74年4月24日,二層,,
RPUNMLRLKIJGFAO86CC,6,49.70,集合住宅,鋼筋混凝土造,108年2月1日,十四層,,
RPUNMLRLKIJGFAO86CC,6,8.77,共有部分,鋼筋混凝土造,108年2月1日,十四層,,
RPUNMLRLKIJGFAO86CC,6,10.76,共有部分,鋼筋混凝土造,108年2月1日,十四層,,
RPPNMLRLKIJGFAO98CC,33,64.32,住商用,鋼筋混凝土造,80年11月15日,四層,,
RPSNMLKMKIJGFAO68CC,40,13.23,住家用,加強磚造,74年4月24日,二層,,
RPQNMLKMKIJGFAO48CC,40,13.23,住家用,加強磚造,74年4月24日,二層,,
RPPNMLKMKIJGFAO38CC,44,98.52,住家用,鋼筋混凝土造,70年2月20日,五層,,
RPPNMLKMKIJGFAO38CC,44,14.77,共有部分,鋼筋混凝土造,70年2月20日,五層,,
RPTNMLKMKIJGFAO78CC,40,13.23,住家用,加強磚造,74年4月24日,二層,,
RPUNMLKMKIJGFAO88CC,40,13.23,住家用,加強磚造,74年4月24日,二層,,
RPPNMLLMKIJGFAO48CC,40,13.23,住家用,加強磚造,74年4月24日,二層,,
RPRNMLLMKIJGFAO68CC,40,13.23,住家用,加強磚造,74年4月24日,二層,,
RPQNMLLMKIJGFAO58CC,40,13.23,住家用,加強磚造,74年4月24日,二層,,
RPXNMLLMKIJGFAO66CC,50,16.53,住家用,加強磚造,64年6月1日,二層,,
RPOOMLLMKIJGFAO48CC,11,138.91,集合住宅,鋼筋混凝土造,102年11月25日,二十三層,,
RPOOMLLMKIJGFAO48CC,11,25.79,共有部分,鋼筋混凝土造,102年11月25日,二十三層,,
RPOOMLLMKIJGFAO48CC,11,93.79,共有部分,鋼筋混凝土造,102年11月25日,二十三層,,
RPVNMLLMKIJGFAO09CC,10,91.37,辦公室,鋼筋混凝土造,103年8月28日,十五層,,
RPVNMLLMKIJGFAO09CC,10,20.74,共有部分,鋼筋混凝土造,103年8月28日,十五層,,
RPVNMLLMKIJGFAO09CC,10,17.75,共有部分,鋼筋混凝土造,103年8月28日,十五層,,
RPRNMLQLKIJGFAO09CC,11,29.18,集合住宅,鋼筋混凝土造,102年12月20日,十一層,,
RPRNMLQLKIJGFAO09CC,11,11.27,共有部分,鋼筋混凝土造,102年12月20日,十一層,,
RPWNMLLMKIJGFAO56CC,50,16.53,住家用,加強磚造,64年6月1日,二層,,
RPRNMLQLKIJGFAO09CC,11,4.36,共有部分,鋼筋混凝土造,102年12月20日,十一層,,
RPQNMLQJJHKGFAO68CC,10,94.37,集合住宅,鋼筋混凝土造,104年2月24日,十五層,,
RPQNMLQJJHKGFAO68CC,10,19.74,共有部分,鋼筋混凝土造,104年2月24日,十五層,,
RPRNMLQJJHKGFAO78CC,33,32.91,住家用,鋼筋混凝土造,81年1月29日,十二層,,
RPQNMLQJJHKGFAO68CC,10,19.84,共有部分,鋼筋混凝土造,104年2月24日,十五層,,
RPRNMLQJJHKGFAO78CC,33,3.74,共有部分,鋼筋混凝土造,81年1月29日,000,,
RPPOMLLMKIJGFAO58CC,33,99.38,住家用,鋼筋混凝土造,80年12月12日,七層,,
RPRNMLMJJHKGFAO38CC,6,108.27,集合住宅,鋼筋混凝土造,107年9月21日,二十一層,,
RPRNMLQJJHKGFAO78CC,33,8.51,共有部分,鋼筋混凝土造,81年1月29日,十二層,,
RPPOMLLMKIJGFAO58CC,33,15.43,共有部分,鋼筋混凝土造,80年12月12日,七層,,
RPPOMLLMKIJGFAO58CC,33,29.01,共有部分,鋼筋混凝土造,80年12月12日,七層,,
RPRNMLMJJHKGFAO38CC,6,23.65,共有部分,鋼筋混凝土造,107年9月21日,二十一層,,
RPRNMLMJJHKGFAO38CC,6,32.26,共有部分,鋼筋混凝土造,107年9月21日,二十一層,,
RPQOMLLMKIJGFAO68CC,30,20.06,住家用,鋼筋混凝土造,84年3月31日,五層,,
RPPNMLQJJHKGFAO58CC,44,13.22,住家用,鋼筋混凝土造,70年1月20日,四層,,
RPQOMLLMKIJGFAO68CC,30,4.24,共有部分,鋼筋混凝土造,84年3月31日,五層,,
RPPNMLMJJHKGFAO18CC,37,27.09,住家用,鋼筋混凝土造,77年5月11日,五層,,
RPQNMLMJJHKGFAO28CC,17,53.65,集合住宅,鋼筋混凝土造,96年12月28日,十一層,,
RPPNMLMJJHKGFAO18CC,37,4.49,共有部分,鋼筋混凝土造,77年5月11日,五層,,
RPQNMLMJJHKGFAO28CC,17,11.97,防空避難室，停車空間,鋼筋混凝土造,96年12月28日,十一層,,
RPQNMLMJJHKGFAO28CC,17,10.49,梯間，機房，水箱,鋼筋混凝土造,96年12月28日,十一層,,
RPSNMLRJJHKGFAO98CC,37,27.09,住家用,鋼筋混凝土造,77年5月11日,五層,,
RPSNMLRJJHKGFAO98CC,37,4.49,共有部分,鋼筋混凝土造,77年5月11日,五層,,
RPTNMLQJJHKGFAO98CC,40,13.23,住家用,加強磚造,74年4月24日,二層,,
RPSNMLQJJHKGFAO88CC,40,13.23,住家用,加強磚造,74年4月24日,二層,,
RPPOMLRJJHKGFAO78CC,31,99.03,住家用,鋼筋混凝土造,83年1月12日,七層,,
RPPOMLRJJHKGFAO78CC,31,10.75,共有部分,鋼筋混凝土造,83年1月12日,七層,,
RPVNMLRJJHKGFAO66CC,32,21.21,住家用,鋼筋混凝土造,81年11月18日,七層,,
RPPOMLRJJHKGFAO78CC,31,17.69,共有部分,鋼筋混凝土造,83年1月12日,七層,,
RPVNMLRJJHKGFAO66CC,32,4.93,共有部分,鋼筋混凝土造,81年11月18日,七層,,
RPQOMLRJJHKGFAO88CC,29,77.59,住家用,鋼筋混凝土造,84年10月16日,十一層,,
RPQOMLRJJHKGFAO88CC,29,25.61,共有部分,鋼筋混凝土造,84年10月16日,十一層,,
RPQOMLRJJHKGFAO88CC,29,46.89,共有部分,鋼筋混凝土造,84年10月16日,十一層,,
RPOOMLRJJHKGFAO68CC,29,73.59,住家用,鋼筋混凝土造,84年9月25日,十三層,,
RPOOMLRJJHKGFAO68CC,29,7.07,共有部分,鋼筋混凝土造,84年9月25日,十三層,,
RPOOMLRJJHKGFAO68CC,29,7.26,共有部分,鋼筋混凝土造,84年9月25日,十三層,,
RPUNMLRJJHKGFAO56CC,28,21.70,住家用,鋼筋混凝土造,86年2月5日,十四層,,
RPUNMLRJJHKGFAO56CC,28,3.11,共有部分,鋼筋混凝土造,86年2月5日,十四層,,
RPUNMLRJJHKGFAO56CC,28,5.95,共有部分,鋼筋混凝土造,86年2月5日,十四層,,
RPROMLRJJHKGFAO98CC,35,93.13,住家用,鋼筋混凝土造,79年6月20日,五層,,
RPROMLRJJHKGFAO98CC,35,16.57,,鋼筋混凝土造,79年6月20日,五層,,
RPWNMLRJJHKGFAO76CC,27,17.53,辦公室,鋼筋混凝土造,86年7月15日,十二層,,
RPWNMLRJJHKGFAO76CC,27,3.21,共有部分,鋼筋混凝土造,86年7月15日,十二層,,
RPWNMLRJJHKGFAO76CC,27,.08,共有部分,鋼筋混凝土造,86年7月15日,十二層,,
RPWNMLRJJHKGFAO76CC,27,6.44,共有部分,鋼筋混凝土造,86年7月15日,十二層,,
RPVNMLKMKIJGFAO98CC,42,91.53,住家用,鋼筋混凝土造,71年10月21日,五層,,
RPSNMLRLKIJGFAO66CC,19,32.93,停車空間、店舖、住宅、水箱,鋼筋混凝土造,95年6月16日,四層,,
RPXNMLRJJHKGFAO86CC,,85.00,住家用,鋼筋混凝土造,,六層,,
RPTNMLRJJHKGFAO09CC,2,67.85,集合住宅,鋼筋混凝土造,111年10月21日,十五層,,
RPTNMLRJJHKGFAO09CC,2,31.83,共有部分,鋼筋混凝土造,111年10月21日,十五層,,
RPSNMLSJJHKGFAO09CC,45,93.14,住家用,鋼筋混凝土造,69年5月15日,五層,,
RPRNMLSJJHKGFAO98CC,,79.30,住家用,鋼筋混凝土造,,五層,,
RPSNMLSJJHKGFAO09CC,45,12.58,共有部分,鋼筋混凝土造,69年5月15日,五層,,
RPRNMLSJJHKGFAO98CC,,7.85,共有部分,鋼筋混凝土造,,000,,
RPUNMLSJJHKGFAO66CC,32,93.82,住家用,鋼筋混凝土造,81年11月19日,五層,,
RPUNMLSJJHKGFAO66CC,32,14.02,共有部分,鋼筋混凝土造,81年11月19日,五層,,
RPVOMLRJJHKGFAO76CC,8,100.37,辦公室,鋼筋混凝土造,105年10月4日,三十層,,
RPVOMLRJJHKGFAO76CC,8,41.65,共有部分,鋼筋混凝土造,105年10月4日,三十層,,
RPVOMLRJJHKGFAO76CC,8,25.19,共有部分,鋼筋混凝土造,105年10月4日,三十層,,
RPVOMLRJJHKGFAO76CC,8,3.67,共有部分,鋼筋混凝土造,105年10月4日,三十層,,
RPTNMLSJJHKGFAO56CC,18,18.23,集合住宅,鋼筋混凝土造,96年6月30日,六層,,
RPTNMLSJJHKGFAO56CC,18,10.05,共同使用部份,鋼筋混凝土造,96年6月30日,六層,,
RPSOMLRJJHKGFAO09CC,31,116.32,住家用,鋼筋混凝土造,82年11月2日,五層,,
RPSOMLRJJHKGFAO09CC,31,12.15,共有部分,鋼筋混凝土造,82年11月2日,五層,,
RPROMLSJJHKGFAO09CC,28,112.69,住家用,鋼筋混凝土造,86年1月20日,十層,,
RPROMLSJJHKGFAO09CC,28,11.91,共有部分,鋼筋混凝土造,86年1月20日,十層,,
RPROMLSJJHKGFAO09CC,28,49.60,共有部分,鋼筋混凝土造,86年1月20日,十層,,
RPOOMLSJJHKGFAO78CC,25,103.50,住家用,鋼筋混凝土造,88年12月20日,七層,,
RPOOMLSJJHKGFAO78CC,25,15.18,共有部分,鋼筋混凝土造,88年12月20日,七層,,
RPOOMLSJJHKGFAO78CC,25,14.29,共有部分,鋼筋混凝土造,88年12月20日,七層,,
RPQNMLTJJHKGFAO98CC,2,167.16,店舖,鋼筋混凝土造,112年5月30日,二十九層,,
RPQNMLTJJHKGFAO98CC,2,123.06,共有部分,鋼筋混凝土造,112年5月30日,二十九層,,
RPUOMLRJJHKGFAO66CC,13,141.70,策略性產業辦公室,鋼筋混凝土造,100年7月18日,十四層,,
RPUOMLRJJHKGFAO66CC,13,22.00,共有部分,鋼筋混凝土造,100年7月18日,十四層,,
RPUOMLRJJHKGFAO66CC,13,35.83,共有部分,鋼筋混凝土造,100年7月18日,十四層,,
RPQOMLSJJHKGFAO98CC,43,103.69,住家用,鋼筋混凝土造,70年12月23日,五層,,
RPPNMLTJJHKGFAO88CC,30,39.81,住家用,鋼筋混凝土造,83年11月14日,五層,,
RPPNMLTJJHKGFAO88CC,30,10.36,共有部分,鋼筋混凝土造,83年11月14日,五層,,
RPPNMLTJJHKGFAO88CC,30,23.06,共有部分,鋼筋混凝土造,83年11月14日,五層,,
RPQNMLSJJHKGFAO88CC,25,86.59,集合住宅,鋼筋混凝土造,89年5月1日,二十層,,
RPQNMLSJJHKGFAO88CC,25,26.98,防空避難室、停車空間、中繼設備室,鋼筋混凝土造,89年5月1日,二十二層,,
RPQNMLSJJHKGFAO88CC,25,37.49,防空避難室、停車空間,鋼筋混凝土造,89年5月1日,二十二層,,
RPPNMLSJJHKGFAO78CC,18,240.38,停車空間、住宅,鋼筋混凝土造,95年12月26日,五層,,
RPTOMLRJJHKGFAO56CC,27,94.19,集合住宅,鋼筋混凝土造,86年11月11日,十五層,,
RPTOMLRJJHKGFAO56CC,27,14.46,共有部分,鋼筋混凝土造,86年11月11日,十五層,,
RPTOMLRJJHKGFAO56CC,27,32.03,共有部分,鋼筋混凝土造,86年11月11日,十五層,,
RPVNMLSJJHKGFAO76CC,16,26.94,辦公室,鋼筋混凝土造,97年12月30日,十層,,
RPVNMLSJJHKGFAO76CC,16,17.50,停車空間、機械室、樓梯間,鋼筋混凝土造,97年12月30日,十層,,
RPVNMLSJJHKGFAO76CC,16,4.22,樓梯間,鋼筋混凝土造,97年12月30日,十層,,
RPRNMLKKJHKGFAO28CC,1,86.24,集合住宅,鋼筋混凝土造,112年6月30日,二十層,,
RPSNMLTJJHKGFAO56CC,10,68.60,集合住宅,鋼筋混凝土造,103年8月29日,十五層,,
RPRNMLKKJHKGFAO28CC,1,76.34,共有部分,鋼筋混凝土造,112年6月30日,二十層,,
RPSNMLTJJHKGFAO56CC,10,17.95,共有部分,鋼筋混凝土造,103年8月29日,十五層,,
RPSNMLTJJHKGFAO56CC,10,48.37,共有部分,鋼筋混凝土造,103年8月29日,十五層,,
RPPNMLLKJHKGFAO18CC,21,105.95,住家用,鋼筋混凝土造,92年10月3日,十二層,,
RPPNMLLKJHKGFAO18CC,21,10.48,機房、梯間、水箱,鋼筋混凝土造,92年10月3日,十二層,,
RPPNMLLKJHKGFAO18CC,21,21.55,防空避難室、停車空間,鋼筋混凝土造,92年10月3日,十二層,,
RPRNMLTJJHKGFAO09CC,2,170.24,店舖,鋼筋混凝土造,112年5月30日,二十九層,,
RPRNMLTJJHKGFAO09CC,2,95.40,共有部分,鋼筋混凝土造,112年5月30日,二十九層,,
RPTNMLTJJHKGFAO66CC,53,281.28,住家用,加強磚造,61年3月21日,四層,,
RPQNMLKKJHKGFAO18CC,1,86.24,集合住宅,鋼筋混凝土造,112年6月30日,二十層,,
RPQNMLKKJHKGFAO18CC,1,76.34,共有部分,鋼筋混凝土造,112年6月30日,二十層,,
RPPNMLNKJHKGFAO38CC,2,237.62,金融保險機構、辦公室〈廳〉,鋼筋混凝土造,111年7月21日,九層,,
RPPNMLNKJHKGFAO38CC,2,223.78,金融保險機構、辦公室〈廳〉,鋼筋混凝土造,111年7月21日,九層,,
RPPNMLNKJHKGFAO38CC,2,296.64,共有部分,鋼筋混凝土造,111年7月21日,九層,,
RPQNMLNKJHKGFAO48CC,2,239.30,金融保險機構、辦公室〈廳〉,鋼筋混凝土造,111年7月21日,九層,,
RPQNMLNKJHKGFAO48CC,2,223.78,金融保險機構、辦公室〈廳〉,鋼筋混凝土造,111年7月21日,九層,,
RPSNMLOKJHKGFAO78CC,12,101.19,集合住宅,鋼筋混凝土造,102年5月13日,十四層,,
RPQNMLNKJHKGFAO48CC,2,297.74,共有部分,鋼筋混凝土造,111年7月21日,九層,,
RPSNMLOKJHKGFAO78CC,12,25.91,共有部分,鋼筋混凝土造,102年5月13日,十四層,,
RPSNMLOKJHKGFAO78CC,12,17.04,共有部分,鋼筋混凝土造,102年5月13日,十四層,,
RPPNMLOKJHKGFAO48CC,16,26.55,辦公室,鋼筋混凝土造,97年11月1日,七層,,
RPPNMLKKJHKGFAO08CC,10,68.60,集合住宅,鋼筋混凝土造,103年8月29日,十五層,,
RPPNMLOKJHKGFAO48CC,16,5.67,走廊,鋼筋混凝土造,97年11月1日,七層,,
RPPNMLKKJHKGFAO08CC,10,17.63,共有部分,鋼筋混凝土造,103年8月29日,十五層,,
RPPNMLOKJHKGFAO48CC,16,15.70,防空避難室、樓梯間、停車空間、水箱、機房,鋼筋混凝土造,97年11月1日,七層,,
RPPNMLKKJHKGFAO08CC,10,48.37,共有部分,鋼筋混凝土造,103年8月29日,十五層,,
RPTNMLOKJHKGFAO88CC,25,375.75,停車空間、機械室、住宅,鋼筋混凝土造,88年10月21日,三層,,
RPPNMLPKJHKGFAO58CC,29,114.12,住家用,鋼筋混凝土造,84年7月13日,七層,,
RPPNMLPKJHKGFAO58CC,29,14.76,梯間,鋼筋混凝土造,84年7月13日,七層,,
RPPNMLPKJHKGFAO58CC,29,25.01,防空避難室、停車場,鋼筋混凝土造,84年7月13日,十層,,
RPPNMLPKJHKGFAO58CC,29,1.48,超級市場,鋼筋混凝土造,84年7月13日,十層,,
RPPNMLPKJHKGFAO58CC,29,2.09,儲藏室,鋼筋混凝土造,84年7月13日,十層,,
RPPNMLPKJHKGFAO58CC,29,3.34,幼稚園、里民中心,鋼筋混凝土造,84年7月13日,十層,,
RPRNMLOKJHKGFAO68CC,21,16.53,工廠、車庫、辦公室、梯間,鋼骨造,93年4月26日,四層,,
RPRNMLQKJHKGFAO88CC,11,57.81,辦公室,鋼筋混凝土造,103年6月10日,九層,,
RPRNMLQKJHKGFAO88CC,11,42.48,共有部分,鋼筋混凝土造,103年6月10日,九層,,
RPQNMLQKJHKGFAO78CC,33,46.20,見使用執照,鋼筋混凝土造,81年4月14日,六層,,
RPQNMLQKJHKGFAO78CC,33,19.53,共有部分,鋼筋混凝土造,81年4月14日,六層,,
RPPNMLQKJHKGFAO68CC,31,93.79,住家用,鋼筋混凝土造,82年7月17日,七層,,
RPPNMLQKJHKGFAO68CC,31,12.22,共有部分,鋼筋混凝土造,82年7月17日,七層,,
RPPNMLQKJHKGFAO68CC,31,8.08,共有部分,鋼筋混凝土造,82年7月17日,七層,,
RPSNMLQKJHKGFAO98CC,30,58.41,商業用,鋼筋混凝土造,84年3月31日,五層,,
RPSNMLQKJHKGFAO98CC,30,10.83,共有部分,鋼筋混凝土造,84年3月31日,五層,,
RPPNMLRKJHKGFAO78CC,19,16.53,梯間、住宅,鋼筋混凝土造,94年8月20日,四層,,
RPTNMLQKJHKGFAO09CC,9,18.84,店舖、停車空間、住宅、樓梯間,鋼筋混凝土造,104年11月4日,五層,,
RPRNMLRKJHKGFAO98CC,17,78.45,集合住宅,鋼筋混凝土造,97年5月20日,十四層,,
RPRNMLRKJHKGFAO98CC,17,11.48,梯間、機房、水箱,鋼筋混凝土造,97年5月20日,十四層,,
RPRNMLRKJHKGFAO98CC,17,3.38,集合住宅、管理員室,鋼筋混凝土造,97年5月20日,十四層,,
RPRNMLRKJHKGFAO98CC,17,15.67,防空避難室兼停車空間,鋼筋混凝土造,97年5月20日,十四層,,
RPSNMLRKJHKGFAO09CC,29,173.10,住家用,鋼筋混凝土造,84年9月1日,四層,,
RPUNMLQKJHKGFAO56CC,25,75.81,住家用,鋼筋混凝土造,88年12月1日,十二層,,
RPUNMLQKJHKGFAO56CC,25,.48,管理員室,鋼筋混凝土造,88年12月1日,十二層,,
RPUNMLQKJHKGFAO56CC,25,7.61,共有部分,鋼筋混凝土造,88年12月1日,十二層,,
RPUNMLQKJHKGFAO56CC,25,5.97,共有部分,鋼筋混凝土造,88年12月1日,十二層,,
RPUNMLQKJHKGFAO56CC,25,20.77,避難室、停車空間,鋼筋混凝土造,88年12月1日,十二層,,
RPTNMLRKJHKGFAO56CC,1,92.40,集合住宅,鋼筋混凝土造,113年1月25日,五層,,
RPTNMLRKJHKGFAO56CC,1,46.41,共有部分,鋼筋混凝土造,113年1月25日,五層,,
RPPNMLSKJHKGFAO88CC,31,100.63,住家用,鋼筋混凝土造,82年8月7日,六層,,
RPPNMLSKJHKGFAO88CC,31,27.32,共有部分,鋼筋混凝土造,82年8月7日,六層,,
RPPNMLTKJHKGFAO98CC,1,87.82,集合住宅,鋼筋混凝土造,112年12月20日,二十一層,,
RPPNMLTKJHKGFAO98CC,1,25.62,共有部分,鋼筋混凝土造,112年12月20日,二十一層,,
RPPNMLTKJHKGFAO98CC,1,25.23,共有部分,鋼筋混凝土造,112年12月20日,二十一層,,
RPQNMLRKJHKGFAO88CC,18,69.81,集合住宅,鋼骨鋼筋混凝土造,96年7月3日,二十八層,,
RPQNMLRKJHKGFAO88CC,18,8.42,防空避難室兼停車空間、管理室、門廳、公共設施,鋼骨鋼筋混凝土造,96年7月3日,二十八層,,
RPQNMLRKJHKGFAO88CC,18,17.09,梯間、機房、水箱,鋼骨鋼筋混凝土造,96年7月3日,二十八層,,
RPQNMLRKJHKGFAO88CC,18,.29,Ｘ中繼水箱,鋼骨鋼筋混凝土造,96年7月3日,二十八層,,
RPRNMLSKJHKGFAO09CC,,100.81,住家用,鋼筋混凝土造,,九層,,
RPRNMLSKJHKGFAO09CC,,56.99,共有部分,鋼筋混凝土造,,九層,,
RPQNMLSKJHKGFAO98CC,14,97.13,集合住宅,鋼筋混凝土造,99年12月6日,十四層,,
RPQNMLKLJHKGFAO28CC,52,23.14,住家用,加強磚造,61年9月25日,二層,,
RPQNMLSKJHKGFAO98CC,14,20.03,共有部分,鋼筋混凝土造,99年12月6日,十四層,,
RPQNMLSKJHKGFAO98CC,14,44.79,共有部分,鋼筋混凝土造,99年12月6日,十四層,,
RPPNMLKLJHKGFAO18CC,53,33.05,住家用,加強磚造,60年7月21日,二層,,
RPTNMLKLJHKGFAO58CC,2,85.13,集合住宅,鋼筋混凝土造,112年5月30日,二十九層,,
RPTNMLKLJHKGFAO58CC,2,73.87,共有部分,鋼筋混凝土造,112年5月30日,二十九層,,
RPRNMLKLJHKGFAO38CC,19,16.53,梯間、住宅,鋼筋混凝土造,94年8月20日,四層,,
RPPNMLLLJHKGFAO28CC,27,21.01,住家用,鋼筋混凝土造,86年7月15日,十二層,,
RPPNMLLLJHKGFAO28CC,27,3.32,共有部分,鋼筋混凝土造,86年7月15日,十二層,,
RPPNMLLLJHKGFAO28CC,27,.08,共有部分,鋼筋混凝土造,86年7月15日,十二層,,
RPPNMLLLJHKGFAO28CC,27,6.80,共有部分,鋼筋混凝土造,86年7月15日,十二層,,
RPUNMLLLJHKGFAO78CC,16,118.35,集合住宅,鋼筋混凝土造,98年3月31日,十一層,,
RPUNMLLLJHKGFAO78CC,16,71.17,防空避難室兼停車場、機房、警衛室、眷村文物展示空間、迎賓會館、托兒中心、廊道、管理中心、樓梯間、垃圾集中場、儲藏室、水箱、機房,鋼筋混凝土造,98年3月31日,十四層,,
RPSNMLKLJHKGFAO48CC,44,13.22,住家用,鋼筋混凝土造,70年1月20日,四層,,
RPWNMLLLJHKGFAO98CC,33,30.09,見使用執照,鋼筋混凝土造,80年12月31日,十二層,,
RPVNMLLLJHKGFAO88CC,27,25.92,住家用,鋼筋混凝土造,86年11月11日,八層,,
RPWNMLLLJHKGFAO98CC,33,11.36,共有部分,鋼筋混凝土造,80年12月31日,十二層,,
RPVNMLLLJHKGFAO88CC,27,16.88,共有部分,鋼筋混凝土造,86年11月11日,八層,,
RPXNMLLLJHKGFAO09CC,43,93.40,住家用,鋼筋混凝土造,71年4月16日,五層,,
RPXNMLLLJHKGFAO09CC,43,13.15,共有部分,鋼筋混凝土造,71年4月16日,五層,,
RPPOMLSJJHKGFAO88CC,43,103.69,住家用,鋼筋混凝土造,70年12月23日,五層,,
RPSOMLLLJHKGFAO68CC,27,90.27,住家用,鋼筋混凝土造,87年6月15日,十層,,
RPPOMLLLJHKGFAO38CC,41,75.90,住家用,鋼筋混凝土造,73年5月23日,五層,,
RPPNMLMLJHKGFAO38CC,21,50.00,住家用,鋼筋混凝土造,93年4月25日,二層,,
RPTNMLMLJHKGFAO78CC,28,19.58,辦公室,鋼筋混凝土造,86年5月20日,十七層,,
RPSOMLLLJHKGFAO68CC,27,16.79,共有部分,鋼筋混凝土造,87年6月15日,十層,,
RPTNMLMLJHKGFAO78CC,28,5.03,共有部分,鋼筋混凝土造,86年5月20日,十七層,,
RPSOMLLLJHKGFAO68CC,27,46.15,共有部分,鋼筋混凝土造,87年6月15日,十層,,
RPTNMLMLJHKGFAO78CC,28,2.01,共有部分,鋼筋混凝土造,86年5月20日,十七層,,
RPRNMLMLJHKGFAO58CC,28,84.27,住家用,鋼筋混凝土造,86年5月15日,五層,,
RPRNMLMLJHKGFAO58CC,28,49.71,共有部分,鋼筋混凝土造,86年5月15日,五層,,
RPRNMLMLJHKGFAO58CC,28,9.09,共有部分,鋼筋混凝土造,86年5月15日,五層,,
RPPNMLNLJHKGFAO48CC,13,121.49,辦公室,鋼筋混凝土造,101年6月25日,十四層,,
RPUNMLMLJHKGFAO88CC,31,82.22,住家用,鋼筋混凝土造,82年12月16日,七層,,
RPUNMLMLJHKGFAO88CC,31,11.06,共有部分,鋼筋混凝土造,82年12月16日,七層,,
RPPNMLNLJHKGFAO48CC,13,26.36,共有部分,鋼筋混凝土造,101年6月25日,十四層,,
RPUNMLMLJHKGFAO88CC,31,7.79,共有部分,鋼筋混凝土造,82年12月16日,七層,,
RPPNMLNLJHKGFAO48CC,13,20.82,共有部分,鋼筋混凝土造,101年6月25日,十四層,,
RPSNMLMLJHKGFAO68CC,29,70.67,商業用,鋼筋混凝土造,85年1月31日,十四層,,
RPSNMLMLJHKGFAO68CC,29,27.75,共有部分,鋼筋混凝土造,85年1月31日,十四層,,
RPROMLLLJHKGFAO58CC,27,24.48,辦公室,鋼筋混凝土造,86年7月15日,十二層,,
RPROMLLLJHKGFAO58CC,27,3.51,共有部分,鋼筋混凝土造,86年7月15日,十二層,,
RPROMLLLJHKGFAO58CC,27,.09,共有部分,鋼筋混凝土造,86年7月15日,十二層,,
RPROMLLLJHKGFAO58CC,27,7.17,共有部分,鋼筋混凝土造,86年7月15日,十二層,,
RPQNMLNLJHKGFAO58CC,4,55.25,集合住宅,鋼筋混凝土造,110年1月4日,二十四層,,
RPQNMLNLJHKGFAO58CC,4,29.46,共有部分,鋼筋混凝土造,110年1月4日,二十四層,,
RPTNMLNLJHKGFAO88CC,,31.60,住家用,加強磚造,,二層,,
RPRNMLNLJHKGFAO68CC,16,126.89,辦公室、機電空間,鋼筋混凝土造,97年11月26日,十四層,,
RPRNMLNLJHKGFAO68CC,16,21.03,樓梯間、樓梯電梯間、水箱、昇降機械室,鋼筋混凝土造,97年11月26日,十四層,,
RPRNMLNLJHKGFAO68CC,16,27.65,消防機械室、機電設備空間、防空避難室兼停車空間、污水機房電信室、台電配電室、發電機室、停車空間、開放空間,鋼筋混凝土造,97年11月26日,十四層,,
RPSNMLNLJHKGFAO78CC,3,33.06,住宅、停車空間、樓梯間,鋼筋混凝土造,110年12月15日,四層,,
RPUNMLNLJHKGFAO98CC,9,148.45,集合住宅,鋼筋混凝土造,105年1月25日,二十八層,,
RPUNMLNLJHKGFAO98CC,9,28.10,共有部分,鋼筋混凝土造,105年1月25日,二十八層,,
RPUNMLNLJHKGFAO98CC,9,41.76,共有部分,鋼筋混凝土造,105年1月25日,二十八層,,
RPSOMLNLJHKGFAO88CC,31,35.70,住家用,鋼筋混凝土造,82年11月4日,九層,,
RPPOMLNLJHKGFAO58CC,17,82.23,集合住宅,鋼筋混凝土造,96年11月1日,二十九層,,
RPSOMLNLJHKGFAO88CC,31,15.47,共有部分,鋼筋混凝土造,82年11月4日,九層,,
RPPOMLNLJHKGFAO58CC,17,51.67,管理室、中繼泵浦室、梯間、機房、防空避難室兼停車空間,鋼筋混凝土造,96年11月1日,二十九層,,
RPPOMLNLJHKGFAO58CC,17,14.19,梯間,鋼筋混凝土造,96年11月1日,二十九層,,
RPUOMLNLJHKGFAO09CC,25,34.30,住家用,鋼筋混凝土造,89年4月17日,十四層,,
RPUOMLNLJHKGFAO09CC,25,9.95,共有部分,鋼筋混凝土造,89年4月17日,十四層,,
RPTOMLNLJHKGFAO98CC,16,32.56,辦公室,鋼筋混凝土造,98年3月19日,十層,,
RPTOMLNLJHKGFAO98CC,16,14.76,防空避難室兼停車空間、水箱、機房、電信機房、樓梯間,鋼筋混凝土造,98年3月19日,十層,,
RPTOMLNLJHKGFAO98CC,16,4.04,樓梯間,鋼筋混凝土造,98年3月19日,十層,,
RPROMLNLJHKGFAO78CC,27,25.92,住家用,鋼筋混凝土造,86年11月11日,八層,,
RPROMLNLJHKGFAO78CC,27,16.88,共有部分,鋼筋混凝土造,86年11月11日,八層,,
RPOOMLNLJHKGFAO48CC,1,62.43,集合住宅,鋼筋混凝土造,112年12月20日,二十一層,,
