編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPRNMLMJKIJGFAH77CC,30,39.87,共有部份,鋼筋混凝土造,83年7月23日,四層,,
RPRNMLMJKIJGFAH77CC,30,4.45,共有部份,鋼筋混凝土造,83年7月23日,四層,,
RPQNMLSLJIJGFFH98DC,9,83.78,集合住宅,鋼筋混凝土造,105年4月12日,二十三層,,
RPQNMLSLJIJGFFH98DC,9,20.02,店舖,鋼筋混凝土造,105年4月12日,二十三層,,
RPQNMLSLJIJGFFH98DC,9,35.11,共有部分之項目有：防空避難室兼停車空間、停車空間、管委會使用空間、梯間、機械室、水箱等計六項。,鋼筋混凝土造,105年4月12日,二十三層,,
RPPNMLSLJIJGFFH88DC,9,67.20,住家用,鋼筋混凝土造,104年6月17日,二十四層,,
RPPNMLSLJIJGFFH88DC,9,31.12,共有部分之項目有：機房、水箱、汙水處理機房、消防幫浦室、設備空間、中繼專用機房、機車停車空間、台電配電室、緊急發電機房、電錶室、垃圾處理室、泳池及噴灌機房、排煙室、健身房、門廳、梯廳、游泳池、更衣室、管理員室、樓電梯間、消防水箱、梯間、電梯機房、樓梯間等計２４項。,鋼筋混凝土造,104年6月17日,二十四層,,
RPPNMLSLJIJGFFH88DC,9,37.11,共有部分之項目有：車道、防空避難室兼停車空間、供公眾使用停車空間兼停車空間、停車空間等計４項。,鋼筋混凝土造,104年6月17日,二十四層,,
RPVNMLMJKIJGFAH18CC,43,101.55,住家用,鋼筋混凝土造,70年10月24日,五層,,
RPOOMLMJKIJGFAH57CC,51,42.00,住家用,磚造,62年7月1日,一層,,
RPPOMLMJKIJGFAH67CC,21,77.81,住家用,鋼筋混凝土造,92年7月28日,十四層,,
RPPOMLMJKIJGFAH67CC,21,41.39,共有部份,鋼筋混凝土造,92年7月28日,十四層,,
RPPOMLMJKIJGFAH67CC,21,16.74,共有部份,鋼筋混凝土造,92年7月28日,十四層,,
RPSNMLMJKIJGFAH87CC,29,82.81,住家用,鋼筋混凝土造,85年4月12日,二十一層,,
RPWNMLMJKIJGFAH28CC,42,90.31,住家用,鋼筋混凝土造,71年6月11日,五層,,
RPSNMLMJKIJGFAH87CC,29,45.24,共有部份,鋼筋混凝土造,85年4月12日,十三層,,
RPSNMLMJKIJGFAH87CC,29,15.06,共有部份,鋼筋混凝土造,85年4月12日,二十一層,,
RPWNMLMJKIJGFAH28CC,42,.00,共有部份,鋼筋混凝土造,71年6月11日,五層,,
RPXNMLMJKIJGFAH38CC,25,134.24,住家用,鋼筋混凝土造,88年11月29日,二十四層,,
RPXNMLMJKIJGFAH38CC,25,9.92,共有部份,鋼筋混凝土造,88年11月29日,二十四層,,
RPXNMLMJKIJGFAH38CC,25,21.65,共有部份,鋼筋混凝土造,88年11月29日,二十四層,,
RPQOMLMJKIJGFAH77CC,21,42.49,住家用,鋼筋混凝土造,92年11月14日,十四層,,
RPXNMLMJKIJGFAH38CC,25,35.92,共有部份,鋼筋混凝土造,88年11月29日,二十四層,,
RPTNMLMJKIJGFAH97CC,43,97.00,住家用,鋼筋混凝土造,70年10月24日,五層,,
RPQOMLMJKIJGFAH77CC,21,9.34,共有部份,鋼筋混凝土造,92年11月14日,十四層,,
RPQOMLMJKIJGFAH77CC,21,7.35,共有部份,鋼筋混凝土造,92年11月14日,十四層,,
RPXOMLMJKIJGFAH48CC,45,76.15,住家用,鋼筋混凝土造,69年2月13日,五層,,
RPOPMLMJKIJGFAH67CC,14,23.33,住家用,鋼筋混凝土造,100年2月10日,十二層,,
RPQPMLMJKIJGFAH87CC,40,106.85,住家用,鋼筋混凝土造,74年5月13日,五層,,
RPOPMLMJKIJGFAH67CC,14,15.27,本共有部分之項目有：集合住宅（附屬防空避難室兼停車空間、管委會使用空間、警衛室、停車空間、樓梯間、機械室、水箱、造型）等８項,鋼筋混凝土造,100年2月10日,十二層,,
RPTOMLMJKIJGFAH08CC,30,100.44,商業用,鋼筋混凝土造,84年2月20日,十二層,,
RPQPMLMJKIJGFAH87CC,40,8.17,共有部份,鋼筋混凝土造,74年5月13日,五層,,
RPTOMLMJKIJGFAH08CC,30,7.01,共有部份,鋼筋混凝土造,84年2月20日,十二層,,
RPQPMLMJKIJGFAH87CC,40,7.75,共有部份,鋼筋混凝土造,74年5月13日,五層,,
RPRPMLMJKIJGFAH97CC,44,37.15,套房．辦公室,鋼筋混凝土造,69年10月7日,十二層,,
RPRPMLMJKIJGFAH97CC,44,12.43,共有部份,鋼筋混凝土造,69年10月7日,十二層,,
RPUOMLMJKIJGFAH18CC,31,100.02,住家用,鋼筋混凝土造,82年9月8日,六層,,
RPUOMLMJKIJGFAH18CC,31,20.56,共有部份,鋼筋混凝土造,82年9月8日,六層,,
RPSPMLMJKIJGFAH08CC,22,80.48,住家用,鋼筋混凝土造,92年1月9日,九層,,
RPSPMLMJKIJGFAH08CC,22,10.98,共有部份,鋼筋混凝土造,92年1月9日,九層,,
RPSPMLMJKIJGFAH08CC,22,20.07,共有部份,鋼筋混凝土造,92年1月9日,九層,,
RPQNMLMJKIJGFBH77CC,36,20.62,住家用,鋼筋混凝土造,78年5月20日,七層,,
RPQNMLMJKIJGFBH77CC,36,3.42,共有部份,鋼筋混凝土造,78年5月20日,七層,,
RPQNMLMJKIJGFBH77CC,36,6.70,共有部份,鋼筋混凝土造,78年5月20日,七層,,
RPRNMLMJKIJGFBH87CC,31,67.87,住家用,鋼筋混凝土造,83年3月3日,六層,,
RPRNMLMJKIJGFBH87CC,31,30.47,共有部份,鋼筋混凝土造,83年3月3日,六層,,
RPSNMLMJKIJGFBH97CC,31,164.28,住家用,鋼筋混凝土造,82年11月2日,七層,,
RPSNMLMJKIJGFBH97CC,31,12.45,共有部份,鋼筋混凝土造,82年11月2日,七層,,
RPSNMLMJKIJGFBH97CC,31,6.62,共有部份,鋼筋混凝土造,82年11月2日,七層,,
RPWPMLMJKIJGFAH48CC,29,66.83,住家用,鋼筋混凝土造,85年2月2日,十層,,
RPWPMLMJKIJGFAH48CC,29,12.12,共有部份,鋼筋混凝土造,85年2月2日,十層,,
RPWPMLMJKIJGFAH48CC,29,9.27,共有部份,鋼筋混凝土造,85年2月2日,十層,,
RPVPMLMJKIJGFAH38CC,27,98.40,住家用,鋼筋混凝土造,86年11月28日,二十五層,,
RPVPMLMJKIJGFAH38CC,27,11.47,共有部份,鋼筋混凝土造,86年11月28日,二十五層,,
RPOQMLMJKIJGFAH77CC,29,84.96,住家用,鋼筋混凝土造,84年12月14日,七層,,
RPUNMLMJKIJGFBH18CC,9,63.92,集合住宅,鋼筋混凝土造,104年8月22日,十二層,,
RPOQMLMJKIJGFAH77CC,29,18.91,共有部份,鋼筋混凝土造,84年12月14日,七層,,
RPUNMLMJKIJGFBH18CC,9,62.08,本共有部分之項目有：防空避難室兼停車空間、發電機室、消防泵浦室、汙水雨水機房、梯間、停車空間、電信室、台電配電場所、蓄水池、垃圾冷藏室、公共服務空間、水景機房、機電空間、門廊、管委會使用空間、機械室、水箱、汙水處理設備範圍、車道、梯廳、管理室、屋簷等共二十二項。,鋼筋混凝土造,104年8月22日,十二層,,
RPQQMLMJKIJGFAH97CC,5,46.65,住家用,鋼筋混凝土造,108年12月18日,九層,,
RPQQMLMJKIJGFAH97CC,5,41.36,本共有部分之項目有：集合住宅（附屬停車空間）、電梯間、梯間、機電空間、機房、水箱、防空避難室、汽車升降機道、停車空間等項。,鋼筋混凝土造,108年12月18日,九層,,
RPQNMLKMJIJGFCH87CC,19,46.50,一般服務業,鋼筋混凝土造,95年4月10日,十層,,
RPQNMLKMJIJGFCH87CC,19,.92,商業用,鋼筋混凝土造,95年4月10日,十層,,
RPVNMLMJKIJGFBH28CC,17,211.80,住宅、住宅（附屬設備空間、樓梯間）,鋼筋混凝土造,97年1月24日,四層,,
RPQNMLKMJIJGFCH87CC,19,7.16,育樂附屬設施,鋼筋混凝土造,95年4月10日,十層,,
RPPNMLKMJIJGFEH97CC,26,95.08,住家用,鋼筋混凝土造,87年9月10日,九層,,
RPPNMLKMJIJGFEH97CC,26,65.58,共有部份,鋼筋混凝土造,87年9月10日,九層,,
RPXNMLMJKIJGFBH48CC,17,101.46,住家用,鋼筋混凝土造,96年10月25日,八層,,
RPXNMLMJKIJGFBH48CC,17,17.32,共有部份,鋼筋混凝土造,96年10月25日,八層,,
RPWNMLMJKIJGFBH38CC,26,127.06,住家用,鋼筋混凝土造,87年10月22日,八層,,
RPXNMLMJKIJGFBH48CC,17,59.14,共有部份,鋼筋混凝土造,96年10月25日,八層,,
RPWNMLMJKIJGFBH38CC,26,21.03,共有部份,鋼筋混凝土造,87年10月22日,八層,,
RPWNMLMJKIJGFBH38CC,26,23.94,共有部份,鋼筋混凝土造,87年10月22日,八層,,
RPROMLMJKIJGFBH97CC,14,59.62,住家用,鋼筋混凝土造,99年9月17日,十三層,,
RPROMLMJKIJGFBH97CC,14,58.97,防空避難室兼停車空間、水池機房、梯間、台電受電室、電信室、發電機室、蓄水池、消防泵浦室、污水機房、公共服務空間、垃圾處理空間、梯廳、管理室、車道、水箱、機械室等共１６項。,鋼筋混凝土造,99年9月17日,十三層,,
RPPOMLMJKIJGFBH77CC,25,41.45,住家用,鋼筋混凝土造,88年5月28日,十四層,,
RPPOMLMJKIJGFBH77CC,25,6.04,共有部份,鋼筋混凝土造,88年5月28日,十四層,,
RPPOMLMJKIJGFBH77CC,25,9.13,共有部份,鋼筋混凝土造,88年5月28日,十四層,,
RPOOMLMJKIJGFBH67CC,9,60.62,集合住宅,鋼筋混凝土造,104年9月15日,十五層,,
RPOOMLMJKIJGFBH67CC,9,56.11,本共有部分之項目有：防空避難室兼停車空間、消防泵浦室、蓄水池、汙水機房、梯間、停車空間、發電機房、台電配電室、電信室、水景機房、公共服務空間、機械室、水箱、排煙室、車道、垃圾處理空間、梯廳、屋簷、梯廳兼排煙室、管委會使用空間、儲藏空間等共二十一項。,鋼筋混凝土造,104年9月15日,十五層,,
RPTOMLMJKIJGFBH18CC,32,47.79,住家用,鋼筋混凝土造,81年9月10日,七層,,
RPTOMLMJKIJGFBH18CC,32,7.76,共有部份,鋼筋混凝土造,81年9月10日,七層,,
RPQOMLMJKIJGFBH87CC,30,18.72,住家用,鋼筋混凝土造,84年1月21日,十層,,
RPQOMLMJKIJGFBH87CC,30,5.56,共有部份,鋼筋混凝土造,84年1月21日,十層,,
RPSOMLMJKIJGFBH08CC,35,22.50,住家用,鋼筋混凝土造,78年5月29日,五層,,
RPSOMLMJKIJGFBH08CC,35,5.98,共有部份,鋼筋混凝土造,78年5月29日,五層,,
RPVOMLMJKIJGFBH38CC,29,82.79,住家用,鋼筋混凝土造,85年1月29日,五層,,
RPVOMLMJKIJGFBH38CC,29,10.49,共有部份,鋼筋混凝土造,85年1月29日,五層,,
RPVOMLMJKIJGFBH38CC,29,5.03,共有部份,鋼筋混凝土造,85年1月29日,五層,,
RPTPMLMJKIJGFBH28CC,17,18.84,住家用,鋼筋混凝土結構造,96年12月12日,七層,,
RPTPMLMJKIJGFBH28CC,17,7.23,共有部份,鋼筋混凝土結構造,96年12月12日,七層,,
RPTPMLMJKIJGFBH28CC,17,3.30,共有部份,鋼筋混凝土結構造,96年12月12日,七層,,
RPXOMLMJKIJGFBH58CC,32,92.93,住家用,鋼筋混凝土造,81年6月8日,六層,,
RPOPMLMJKIJGFBH77CC,15,44.62,住家用,鋼筋混凝土造,98年7月3日,十五層,,
RPOPMLMJKIJGFBH77CC,15,17.28,共有部份,鋼筋混凝土造,98年7月3日,十五層,,
RPXOMLMJKIJGFBH58CC,32,48.34,共有部份,鋼筋混凝土造,81年6月8日,六層,,
RPSPMLMJKIJGFBH18CC,25,21.48,住家用,鋼筋混凝土造,89年1月20日,九層,,
RPSPMLMJKIJGFBH18CC,25,8.41,共有部份,鋼筋混凝土造,89年1月20日,九層,,
RPQPMLMJKIJGFBH97CC,19,76.72,集合住宅、設備空間,鋼筋混凝土造,94年8月24日,十二層,,
RPQPMLMJKIJGFBH97CC,19,24.61,共有部份,鋼筋混凝土造,94年8月24日,十二層,,
RPWOMLMJKIJGFBH48CC,19,20.00,住家用,鋼筋混凝土造,95年5月20日,十層,,
RPWOMLMJKIJGFBH48CC,19,2.54,共有部份,鋼筋混凝土造,95年5月20日,十層,,
RPWOMLMJKIJGFBH48CC,19,6.52,共有部份,鋼筋混凝土造,95年5月20日,十層,,
RPWOMLMJKIJGFBH48CC,19,2.59,共有部份,鋼筋混凝土造,95年5月20日,十層,,
RPWPMLMJKIJGFBH58CC,2,47.04,集合住宅,鋼筋混凝土造,111年9月30日,二十層,,
RPVPMLMJKIJGFBH48CC,3,55.92,集合住宅,鋼筋混凝土造,110年9月3日,十五層,,
RPWPMLMJKIJGFBH58CC,2,14.79,本建物共有部分項目：管委會、梯間、機械室、水箱等四項。,鋼筋混凝土造,111年9月30日,二十層,,
RPWPMLMJKIJGFBH58CC,2,9.19,本建物共有部分項目：停車空間、防空避難設備兼停車空間、管委會等三項。,鋼筋混凝土造,111年9月30日,二十層,,
RPUPMLMJKIJGFBH38CC,44,78.93,員工宿舍,鋼筋混凝土造,70年4月17日,四層,,
RPVPMLMJKIJGFBH48CC,3,58.74,本共有部分之項目有：防空避難室兼停車空間、汙水雨水機房、消防泵浦室、發電機室、蓄水池、梯間、停車空間、電信室、台電配電場所、垃圾冷藏室、管委會空間、機械室、水箱、排煙室、梯廳、垃圾回收室、梯廳（排煙室）、公共服務空間及管委會使用空間等十九項,鋼筋混凝土造,110年9月3日,十五層,,
RPOQMLMJKIJGFBH87CC,45,86.77,住家用,鋼筋混凝土造,69年3月12日,五層,,
RPXPMLMJKIJGFBH68CC,13,65.01,集合住宅,鋼筋混凝土造,100年11月9日,十三層,,
RPXPMLMJKIJGFBH68CC,13,59.49,本共有部分項目為：附屬停車空間、附屬防空避難室、附屬管理員室、附屬樓梯間、附屬水箱、蓄水池、污水幫浦室、消防機房、緊急發電機房、台電受電室、水景機房、儲藏室、門廳、梯廳、公共服務空間、垃圾集中室等共１６項,鋼筋混凝土造,100年11月9日,十四層,,
RPPQMLMJKIJGFBH97CC,35,15.29,住家用,鋼筋混凝土造,78年12月20日,六層,,
RPPQMLMJKIJGFBH97CC,35,7.93,共有部份,鋼筋混凝土造,78年12月20日,六層,,
RPQQMLMJKIJGFBH08CC,44,88.89,住家用,鋼筋混凝土造,69年8月18日,四層,,
RPRQMLMJKIJGFBH18CC,26,28.03,住家用,鋼筋混凝土造,87年9月2日,九層,,
RPSQMLMJKIJGFBH28CC,32,85.43,住家用,鋼筋混凝土造,81年12月11日,九層,,
RPSQMLMJKIJGFBH28CC,32,4.15,共有部份,鋼筋混凝土造,81年12月11日,九層,,
RPRQMLMJKIJGFBH18CC,26,4.57,共有部份,鋼筋混凝土造,87年9月2日,九層,,
RPSQMLMJKIJGFBH28CC,32,3.55,共有部份,鋼筋混凝土造,81年12月11日,九層,,
RPRQMLMJKIJGFBH18CC,26,3.13,共有部份,鋼筋混凝土造,87年9月2日,九層,,
RPTQMLMJKIJGFBH38CC,29,13.36,住家用,鋼筋混凝土造,84年9月23日,七層,,
RPTQMLMJKIJGFBH38CC,29,8.77,共有部份,鋼筋混凝土造,84年9月23日,七層,,
RPPNMLMJKIJGFCH77CC,17,31.84,集合住宅,鋼筋混凝土造,96年10月8日,五層,,
RPPNMLMJKIJGFCH77CC,17,3.80,共用（停車空間）,鋼筋混凝土造,96年10月8日,五層,,
RPPNMLMJKIJGFCH77CC,17,10.48,共用（樓梯間、電梯間、機械室）,鋼筋混凝土造,96年10月8日,五層,,
RPQNMLMJKIJGFCH87CC,24,67.93,住家用,鋼筋混凝土造,89年7月19日,四層,,
RPQNMLMJKIJGFCH87CC,24,7.79,共有部份,鋼筋混凝土造,89年7月19日,四層,,
RPSOMLMJKIJGFAH97CC,27,60.01,住家用,鋼筋混凝土造,86年9月18日,十二層,,
RPSOMLMJKIJGFAH97CC,27,8.63,共有部份,鋼筋混凝土造,86年9月18日,十二層,,
RPTNMLMJKIJGFBH08CC,3,39.18,集合住宅,鋼筋混凝土造,110年9月8日,十七層,,
RPTNMLMJKIJGFBH08CC,3,7.40,共有部分主要用途有：集合住宅（附屬管委會使用空間）、大廳、防空避難室兼停車空間、防災中心、發電機室、進氣機房、排氣機房、台電配電場所、裝卸車位、垃圾運送專用車位、來賓停車位、電信室、消防泵浦室、雨水機房、汙水機房等１５項,鋼筋混凝土造,110年9月8日,十七層,,
RPTNMLMJKIJGFBH08CC,3,13.93,共有部分主要用途有：走廊、梯廳、排煙室、樓梯間、電梯間、電錶室、垃圾集中儲藏室、水錶室、機房、水箱等１０項,鋼筋混凝土造,110年9月8日,十七層,,
RPTNMLMJKIJGFBH08CC,3,31.06,共有部分主要用途有：停車空間、車道等２項,鋼筋混凝土造,110年9月8日,十七層,,
RPRNMLMJKIJGFCH97CC,53,38.70,住家用,磚造,61年3月1日,一層,,
RPSNMLMJKIJGFCH08CC,23,31.10,集合住宅,鋼筋混凝土造,91年4月3日,十層,,
RPSNMLMJKIJGFCH08CC,23,6.75,共有部份,鋼筋混凝土造,91年4月3日,十層,,
RPSNMLMJKIJGFCH08CC,23,6.04,共有部份,鋼筋混凝土造,91年4月3日,十層,,
RPSNMLMJKIJGFCH08CC,23,8.13,共有部份,鋼筋混凝土造,91年4月3日,十層,,
RPSNMLMJKIJGFCH08CC,23,.00,共有部份,鋼筋混凝土造,91年4月3日,十層,,
RPSNMLMJKIJGFCH08CC,23,39.43,共有部份,鋼筋混凝土造,91年4月3日,十層,,
RPTNMLMJKIJGFCH18CC,28,104.01,住家用,鋼筋混凝土造,86年1月30日,十四層,,
RPTNMLMJKIJGFCH18CC,28,5.46,共有部份,鋼筋混凝土造,86年1月30日,十四層,,
RPTNMLMJKIJGFCH18CC,28,1.31,共有部份,鋼筋混凝土造,86年1月30日,十四層,,
RPTNMLMJKIJGFCH18CC,28,37.18,共有部份,鋼筋混凝土造,86年1月30日,十四層,,
RPTNMLMJKIJGFCH18CC,28,.05,共有部份,鋼筋混凝土造,86年1月30日,一層,,
RPVNMLMJKIJGFCH38CC,51,26.18,住家用,磚造,62年9月1日,一層,,
RPOOMLMJKIJGFCH77CC,19,44.01,住家用,鋼筋混凝土造,95年1月10日,五層,,
RPXNMLMJKIJGFCH58CC,16,25.00,店舖（附屬騎樓），辦公室,鋼筋混凝土造,98年1月8日,五層,,
RPROMLMJKIJGFCH08CC,26,198.79,住家用,鋼筋混凝土造,88年2月10日,四層,,
RPROMLMJKIJGFCH08CC,26,20.81,共同使用（停車空間）,鋼筋混凝土造,88年2月10日,四層,,
RPROMLMJKIJGFCH08CC,26,27.87,共同使用（停車空間）,鋼筋混凝土造,88年2月10日,四層,,
RPPOMLMJKIJGFCH87CC,28,52.91,住家用,鋼筋混凝土造,85年6月26日,六層,,
RPWNMLMJKIJGFCH48CC,30,35.71,住家用,鋼筋混凝土造,83年6月25日,五層,,
RPPOMLMJKIJGFCH87CC,28,9.74,共有部份,鋼筋混凝土造,85年6月26日,六層,,
RPPOMLMJKIJGFCH87CC,28,10.95,共有部份,鋼筋混凝土造,85年6月26日,六層,,
RPSOMLMJKIJGFCH18CC,45,102.50,住家用,加強磚造,69年1月10日,二層,,
RPPNMLMJKIJGFDH87CC,17,48.20,集合住宅,鋼筋混凝土造,96年7月26日,十一層,,
RPPNMLMJKIJGFDH87CC,17,14.35,防空避難室兼停車空間，台電受電室，電信室，管理室，發電機房，梯間，消防泵浦室，蓄水池，污水機房，社區中心,鋼筋混凝土造,96年7月26日,十二層,,
RPRNMLMJKIJGFDH08CC,6,63.25,集合住宅,鋼筋混凝土造,108年4月18日,十五層,,
RPRNMLMJKIJGFDH08CC,6,59.67,本共有部分之項目有：防空避難室兼停車空間、停車空間、集合住宅（附屬公共服務空間）、梯間、水箱、機械室,鋼筋混凝土造,108年4月18日,十五層,,
RPPNMLMJKIJGFDH87CC,17,14.16,梯間，機械室，水箱,鋼筋混凝土造,96年7月26日,十二層,,
RPOOMLMJKIJGFDH87CC,3,51.04,集合住宅,鋼筋混凝土造,110年8月16日,五層,,
RPOOMLMJKIJGFDH87CC,3,17.13,本共有部分之項目有：（集合住宅（附屬停車空間）、梯廳、儲藏室、樓梯間）,鋼筋混凝土造,110年8月16日,五層,,
RPQOMLMJKIJGFDH08CC,6,63.25,集合住宅,鋼筋混凝土造,108年4月18日,十五層,,
RPQOMLMJKIJGFDH08CC,6,59.67,本共有部分之項目有：防空避難室兼停車空間、停車空間、集合住宅（附屬公共服務空間）、梯間、水箱、機械室,鋼筋混凝土造,108年4月18日,十五層,,
RPTNMLMJKIJGFDH28CC,20,66.88,住家用,鋼筋混凝土造,94年5月10日,十層,,
RPXNMLMJKIJGFDH68CC,30,129.19,見其他登記事項,鋼筋混凝土造,83年9月14日,五層,,
RPUNMLMJKIJGFDH38CC,29,65.12,住家用,鋼筋混凝土造,84年7月11日,五層,,
RPXNMLMJKIJGFDH68CC,30,12.55,共有部份,鋼筋混凝土造,83年9月14日,五層,,
RPUNMLMJKIJGFDH38CC,29,20.24,共有部份,鋼筋混凝土造,84年7月11日,五層,,
RPTNMLMJKIJGFDH28CC,20,36.29,防空避難室、停車空間﹝共同使用﹞,鋼筋混凝土造,94年5月10日,十層,,
RPXNMLMJKIJGFDH68CC,30,.18,見其他登記事項,鋼筋混凝土造,83年9月14日,一層,,
RPTNMLMJKIJGFDH28CC,20,6.15,梯間、水箱、機械室﹝共同使用﹞,鋼筋混凝土造,94年5月10日,十層,,
RPPOMLMJKIJGFDH97CC,29,53.26,住家用,鋼筋混凝土造,84年12月30日,九層,,
RPPOMLMJKIJGFDH97CC,29,2.37,共有部份,鋼筋混凝土造,84年12月30日,九層,,
RPVNMLMJKIJGFDH48CC,31,80.30,住家用,鋼筋混凝土造,82年12月22日,八層,,
RPPOMLMJKIJGFDH97CC,29,5.21,共有部份,鋼筋混凝土造,84年12月30日,九層,,
RPVNMLMJKIJGFDH48CC,31,32.72,防空避難室、水箱、機房、樓梯間,鋼筋混凝土造,82年12月22日,八層,,
RPPOMLMJKIJGFDH97CC,29,1.85,共有部份,鋼筋混凝土造,84年12月30日,九層,,
RPPNMLMJKIJGFEH97CC,28,74.40,住家用,鋼筋混凝土造,85年6月29日,四層,,
RPPNMLMJKIJGFEH97CC,28,3.88,共有部份,鋼筋混凝土造,85年6月29日,五層,,
RPPNMLMJKIJGFEH97CC,28,15.69,共有部份,鋼筋混凝土造,85年6月29日,五層,,
RPVNMLMJKIJGFEH58CC,30,75.62,住家用,鋼筋混凝土造,84年1月25日,九層,,
RPVNMLMJKIJGFEH58CC,30,19.10,共有部份,鋼筋混凝土造,84年1月25日,九層,,
RPVNMLMJKIJGFEH58CC,30,18.89,共有部份,鋼筋混凝土造,84年1月25日,九層,,
RPTNMLMJKIJGFEH38CC,2,23.00,住家用,鋼筋混凝土造,111年11月8日,八層,,
RPQNMLMJKIJGFEH08CC,28,166.22,住商用,鋼筋混凝土造,85年8月12日,三層,,
RPRNMLMJKIJGFEH18CC,29,69.47,停車空間、自用貯藏室、集合住宅,鋼筋混凝土造,85年5月14日,五層,,
RPPNMLMJKIJGFFH08CC,53,57.59,住家用,木石磚造（磚石造）,61年1月5日,二層,,
RPRNMLMJKIJGFFH28CC,28,72.92,住家用,鋼筋混凝土造,86年4月2日,九層,,
RPRNMLMJKIJGFFH28CC,28,10.56,共有部份,鋼筋混凝土造,86年4月2日,九層,,
RPRNMLMJKIJGFFH28CC,28,10.66,共有部份,鋼筋混凝土造,86年4月2日,九層,,
RPQNMLMJKIJGFFH18CC,47,85.25,住商用,鋼筋混凝土造,66年12月27日,三層,,
RPWNMLMJKIJGFEH68CC,30,84.44,住家用,鋼筋混凝土造,83年10月3日,七層,,
RPWNMLMJKIJGFEH68CC,30,10.49,共有部份,鋼筋混凝土造,83年10月3日,七層,,
RPWNMLMJKIJGFEH68CC,30,26.75,共有部份,鋼筋混凝土造,83年10月3日,七層,,
RPPOMLMJKIJGFEH08CC,20,55.85,住家用,鋼筋混凝土造,93年12月10日,十二層,,
RPPOMLMJKIJGFEH08CC,20,45.98,共有部份,鋼筋混凝土造,93年12月10日,十二層,,
RPSNMLMJKIJGFFH38CC,43,84.00,住家用,加強磚造,70年12月20日,四層,,
RPXNMLMJKIJGFEH78CC,29,61.10,住家用,鋼筋混凝土造,84年12月7日,八層,,
RPXNMLMJKIJGFEH78CC,29,3.17,共有部份,鋼筋混凝土造,84年12月7日,八層,,
RPXNMLMJKIJGFEH78CC,29,15.54,共有部份,鋼筋混凝土造,84年12月7日,八層,,
RPPPMLMJKIJGFBH87CC,27,86.45,住家用,鋼筋混凝土造,87年5月13日,十四層,,
RPPPMLMJKIJGFBH87CC,27,20.39,共有部份,鋼筋混凝土造,87年5月13日,十四層,,
RPUNMLMJKIJGFFH58CC,32,118.43,住家用,鋼筋混凝土造,81年8月17日,五層,,
RPPPMLMJKIJGFBH87CC,27,1.03,共有部份,鋼筋混凝土造,87年5月13日,十四層,,
RPUNMLMJKIJGFFH58CC,32,1.28,共有部份,鋼筋混凝土造,81年8月17日,五層,,
RPPPMLMJKIJGFBH87CC,27,12.24,共有部份,鋼筋混凝土造,87年5月13日,十四層,,
RPTNMLMJKIJGFFH48CC,3,95.36,集合住宅,鋼筋混凝土造,110年6月22日,二十四層,,
RPTNMLMJKIJGFFH48CC,3,41.95,集合住宅（附屬供管委會使用空間、公共服務空間）、（附屬樓電梯間、水箱、機房）、（附屬停車空間、防空避難室兼停車空間、蓄水池）等８項。,鋼筋混凝土造,110年6月22日,二十四層,,
RPRPMLMJKIJGFBH08CC,31,106.37,住家用,鋼筋混凝土造,82年10月14日,七層,,
RPRPMLMJKIJGFBH08CC,31,19.14,共有部份,鋼筋混凝土造,82年10月14日,七層,,
RPVNMLMJKIJGFFH68CC,26,48.95,住家用,鋼骨鋼筋混凝土造,87年7月29日,十八層,,
RPVNMLMJKIJGFFH68CC,26,20.10,共有部份,鋼骨鋼筋混凝土造,87年7月29日,十八層,,
RPWNMLMJKIJGFFH78CC,31,69.62,住家用,鋼筋混凝土造,82年9月2日,七層,,
RPVNMLMJKIJGFFH68CC,26,4.31,共有部份,鋼骨鋼筋混凝土造,87年7月29日,十九層,,
RPWNMLMJKIJGFFH78CC,31,12.46,共有部份,鋼筋混凝土造,82年9月2日,七層,,
RPROMLMJKIJGFFH38CC,48,68.66,住家用,加強磚造,65年12月14日,二層,,
RPXNMLMJKIJGFFH88CC,43,102.37,住家用,加強磚造,71年4月22日,二層,,
RPSOMLMJKIJGFFH48CC,28,52.70,住家用,鋼筋混凝土造,85年8月3日,十七層,,
RPSOMLMJKIJGFFH48CC,28,11.22,共有部份,鋼筋混凝土造,85年8月3日,十七層,,
RPSOMLMJKIJGFFH48CC,28,4.66,共有部份,鋼筋混凝土造,85年8月3日,十七層,,
RPPOMLMJKIJGFFH18CC,30,103.77,住家用,鋼筋混凝土造,84年4月18日,十六層,,
RPPOMLMJKIJGFFH18CC,30,2.98,共有部份,鋼筋混凝土造,84年4月18日,十六層,,
RPPOMLMJKIJGFFH18CC,30,14.08,共有部份,鋼筋混凝土造,84年4月18日,十六層,,
RPQOMLMJKIJGFFH28CC,25,99.33,住家用,鋼筋混凝土造,88年11月25日,十三層,,
RPTOMLMJKIJGFFH58CC,42,89.65,住家用,加強磚造,71年12月31日,二層,,
RPQOMLMJKIJGFFH28CC,25,22.30,共有部份,鋼筋混凝土造,88年11月25日,十三層,,
RPQOMLMJKIJGFFH28CC,25,24.86,共有部份,鋼筋混凝土造,88年11月25日,十三層,,
