鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
頭份市,土地,八德段893地號,266.88,都市：其他:道路用地,,,1110802,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3714970,13920,,0.0,0,包含公共設施保留地用地；,RPXNMLNJQHHGFFK86DA,0.0,0.0,0.0,無,015
頭份市,土地,濫坑段605-2地號,1015.0,,山坡地保育區,農牧用地,1110808,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,386000,380,,0.0,0,,RPQNMLLKQHHGFFK68DA,0.0,0.0,0.0,無,
銅鑼鄉,土地,竹森段2178-4地號,104.44,,特定農業區,農牧用地,1110818,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,379117,3630,,0.0,0,,RPQNMLPLQHHGFEK09DA,0.0,0.0,0.0,無,
後龍鎮,土地,新港段埔頂小段1670地號,2113.0,,特定農業區,農牧用地,1110809,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5190000,2456,,0.0,0,,RPPOMLOLQHHGFDK88DA,0.0,0.0,0.0,無,
竹南鎮,土地,光復段219地號,16.42,都市：其他:道路用地,,,1110808,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,290000,17661,,0.0,0,包含公共設施保留地用地；,RPTNMLQKQHHGFDK66DA,0.0,0.0,0.0,無,
苗栗市,房地(土地+建物),苗栗縣苗栗市建功里２４鄰府前路７７號四樓,21.36,都市：其他:住宅區,,,1110803,土地1建物1車位0,四層,,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701229,67.25,2,2,1,有,無,2000000,29740,,0.0,0,,RPPNMLNJQHHGFBK28DA,62.25,0.0,5.0,無,
苗栗市,房地(土地+建物),苗栗縣苗栗市建功里３４鄰忠孝路１４２號二樓,58.02,都市：其他:住宅區,,,1110801,土地1建物2車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760603,182.02,0,0,3,有,無,7880000,43292,,0.0,0,一樓0房0廳1衛；二樓0房0廳2衛,RPRNMLTJQHHGFBK09DA,143.12,0.0,0.0,無,
通霄鎮,土地,南華段573地號,86.75,都市：其他:住宅區,,,1110805,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1700000,19597,,0.0,0,,RPPNMLSLQHHGFCK09DA,0.0,0.0,0.0,無,
苑裡鎮,土地,苑南段840地號,115.37,都市：其他:住宅區,,,1110808,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4257800,36906,,0.0,0,,RPRNMLNLQHHGFCK78DA,0.0,0.0,0.0,無,
竹南鎮,房地(土地+建物),苗栗縣竹南鎮聖福里２３鄰環市路三段３３１巷５號,130.88,都市：其他:工業區,,,1110808,土地2建物1車位0,全,四層,透天厝,辦公用,鋼筋混凝土造,0950816,201.14,5,3,3,有,無,17000000,84518,,0.0,0,,RPOOMLKKQHHGFDK28DA,186.62,4.37,10.15,無,
竹南鎮,房地(土地+建物),苗栗縣竹南鎮中正路２４６巷６弄３３號,58.1,都市：其他:市場用地,,,1110801,土地1建物1車位0,全,二層,透天厝,商業用,鋼筋混凝土造,0650917,96.02,5,2,3,有,無,8000000,83316,,0.0,0,其他增建；,RPTOMLOLQHHGFDK66DA,96.02,0.0,0.0,無,
