鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
汐止區,建物,新北市汐止區連興街２７號２樓,0.0,商,,,1110716,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700307,94.43,3,1,1,有,無,有,15000,159,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為16667元，選擇代管方案須打9折，實際租賃契約金額為15000元。每月水電瓦斯費由承租人負擔。,RPTQMLRLPHHGFDF66CC
樹林區,建物,新北市樹林區中華路３３９號二樓,0.0,住,,,1110719,土地0建物1車位0,二層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831202,122.47999999999999,3,2,2,有,有,有,21000,171,,0.0,0,租賃期間含免租金裝潢期。,RPTNMLRLPHHGFIF86CC
樹林區,建物,新北市樹林區保安街二段３３７巷７１號９樓,0.0,住,,,1110712,土地0建物1車位0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830810,81.24000000000001,2,1,1,有,有,有,18000,222,,0.0,0,,RPPOMLRLPHHGFIF56CC
鶯歌區,建物,新北市鶯歌區永和街９５號２樓,0.0,住,,,1110719,土地0建物1車位1,二層,8,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1091019,167.7,3,2,2,有,有,有,20000,119,坡道平面,0.0,0,,RPQOMLRLPHHGFIF66CC
鶯歌區,建物,新北市鶯歌區育德街３３之１號四樓,0.0,住,,,1110713,土地0建物1車位0,四層,11,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850925,41.72,1,0,1,有,有,有,13400,321,,0.0,0,,RPROMLRLPHHGFIF76CC
鶯歌區,建物,新北市鶯歌區鳳吉五街３１號,0.0,住,,,1110719,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701113,81.62,1,1,1,有,無,有,11000,135,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為12223元，選擇代管方案須打9折，實際租賃契約金額為11000元。每月水電瓦斯費由承租人負擔。,RPXOMLRLPHHGFIF37CC
鶯歌區,建物,新北市鶯歌區鳳吉五街３３號,0.0,住,,,1110719,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701113,81.62,3,1,1,有,無,有,14000,172,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為15556元，選擇代管方案須打9折，實際租賃契約金額為14000元。每月水電瓦斯費由承租人負擔。,RPPPMLRLPHHGFIF66CC
永和區,建物,新北市永和區保順路５１巷１２號５樓,0.0,住,,,1110713,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800905,148.54,4,1,2,有,有,有,26500,178,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為29445元，選擇代管方案須打9折，實際租賃契約金額為26500元。水電瓦斯費及每月管理費2750元由承租人負擔。,RPPPMLRLPHHGFHF56CC
中和區,建物,新北市中和區中正路７５３號９樓之３,0.0,住,,,1110720,土地0建物1車位0,九層,23,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850919,43.87,1,0,1,有,有,有,16500,376,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為18334元，選擇代管方案須打9折，實際租賃契約金額為16500元。水電費及每月管理費532元由承租人負擔。,RPQPMLRLPHHGFHF66CC
中和區,房地(土地+建物),新北市中和區中正路８２１號９樓之３,0.0,住,,,1110718,土地0建物1車位0,九層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880915,115.03,3,2,2,有,有,有,26000,226,,0.0,0,,RPWPMLRLPHHGFHF27CC
永和區,建物,新北市永和區環河西路二段２０９巷２５號２樓,0.0,住,,,1110718,土地0建物1車位0,二層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870122,85.09,3,2,1,有,有,有,26800,315,,0.0,0,,RPOQMLRLPHHGFHF56CC
中和區,建物,新北市中和區安和路７１號３樓,0.0,住,,,1110719,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701219,97.95,3,2,2,有,無,有,22000,225,,0.0,0,,RPPQMLRLPHHGFHF66CC
永和區,建物,新北市永和區保平路２１４巷１０弄５號三樓,0.0,住,,,1110708,土地0建物1車位0,見其他登記事項,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700109,77.37,3,2,1,有,無,有,24000,310,,0.0,0,,RPORMLRLPHHGFHF66CC
永和區,建物,新北市永和區仁愛路３０６巷９１號１１樓之１,0.0,住,,,1110722,土地0建物1車位1,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930623,173.04,3,1,1,有,無,有,45000,260,坡道平面,13.32,0,,RPPRMLRLPHHGFHF76CC
中和區,建物,新北市中和區民利街５３號三樓,0.0,住,,,1110721,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790306,108.4,3,2,2,有,有,有,25000,231,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為27778元，選擇代管方案須打9折，實際租賃契約金額為25000元。水電瓦斯費及每月管理費500元由承租人負擔。,RPQRMLRLPHHGFHF86CC
中和區,房地(土地+建物)+車位,新北市中和區中原三街１１號九樓,18.4,住,,,1110724,土地1建物1車位0,九層,23,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1091202,120.17,2,1,1,有,有,有,33000,275,坡道平面,31.63,0,起租日：111年8月1日,RPRRMLRLPHHGFHF96CC
新店區,建物,新北市新店區安祥路１１０巷２號１３樓,0.0,,山坡地保育區,丙種建築用地,1110719,土地0建物1車位0,十三層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840729,106.78999999999999,3,2,2,有,有,有,21000,197,,0.0,0,,RPUNMLRLPHHGFCF98CC
新店區,建物,新北市新店區如意街３巷１２號５樓,0.0,其他,,,1110715,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720208,73.82,3,2,1,有,無,有,15000,203,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為16667元，選擇代管方案須打9折，實際租賃契約金額為15000元。每月水電瓦斯費由承租人負擔。,RPWOMLRLPHHGFCF66CC
蘆洲區,建物,新北市蘆洲區民權路７５號,0.0,住,,,1110701,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0870428,143.39,2,1,1,有,無,無,51500,359,,0.0,0,,RPWNMLRLPHHGFGF17EC
汐止區,車位,新北市汐止區福德一路６巷６號等公共設施,0.0,住,,,1110609,土地0建物0車位1,,,其他,,,,17.08,0,0,0,有,有,無,2500,,坡道機械,17.08,2500,每月車位管理費500元由承租人負擔。原申報書序號C1FD11106150020,RPWQMLRLPHHGFDF17EC
板橋區,房地(土地+建物),新北市板橋區南雅南路一段２３號１５樓之１,0.0,商,,,1110707,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010308,125.26,3,2,2,有,有,有,35000,279,,0.0,0,房租含管理費,RPPTMLSLPHHGFAF56EC
