鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
竹北市,土地,東興段173-7地號,347.11,,,,1110330,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22150000,63813,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPOPMLTLQHHGFBJ09DA,0.0,0.0,0.0,無,
竹北市,土地,馬麟厝段9-1地號,29.0,,特定農業區,交通用地,1110218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,100000,3448,,0.0,0,,RPQQMLSKKHHGFBJ58DA,0.0,0.0,0.0,無,
關西鎮,土地,北山段10地號,159.74,都市：其他:住宅區,,,1110228,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8500000,53211,,0.0,0,未登記建物；,RPRPMLMLQHHGFBJ68DA,0.0,0.0,0.0,無,
竹北市,房地(土地+建物)+車位,新竹縣竹北市光明十五街１２號八樓,21.32,都市：其他:第二種住宅區,,,1110221,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110713,123.65,2,2,1,有,有,14780000,136157,坡道平面,26.85,1600000,預售屋、或土地及建物分件登記案件；,RPWPMLPKQHHGFBJ76DA,58.41,0.0,5.92,有,
新埔鎮,房地(土地+建物),新竹縣新埔鎮福三街５３巷８號,61.93,,鄉村區,乙種建築用地,1110221,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1080830,165.52,4,2,3,有,有,18300000,110561,,0.0,0,陽台外推；夾層；其他增建；,RPVOMLTLQHHGFBJ17EA,148.5,3.81,13.21,無,
竹北市,房地(土地+建物),新竹縣竹北市仁義路９１號,72.0,都市：其他:第二種住宅區,,,1110216,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0710901,196.1,4,2,4,有,無,14560000,74248,,0.0,0,頂樓加蓋；,RPQOMLTLQHHGFBJ56DA,196.1,0.0,0.0,無,
寶山鄉,土地,雙龍段420-2地號,1664.93,,山坡地保育區,農牧用地,1110119,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,18033580,10831,,0.0,0,農牧用地：7600~13800元/平方公尺建地含遊憩用地：32200~32500元/平方公尺保護區農地：7299~12800元/平方公尺保護區建地：33200~35300元/平方公尺協議價購；,RPVOMLTJLHHGFCJ09DA,0.0,0.0,0.0,無,090
寶山鄉,土地,雙龍段420-2地號,1664.93,,山坡地保育區,農牧用地,1110119,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,18033580,10831,,0.0,0,農牧用地：7600~13800元/平方公尺建地含遊憩用地：32200~32500元/平方公尺保護區農地：7299~12800元/平方公尺保護區建地：33200~35300元/平方公尺協議價購；,RPSOMLKKLHHGFCJ97DA,0.0,0.0,0.0,無,090
竹北市,房地(土地+建物)+車位,新竹縣竹北市六家五路二段７０號五樓之二,40.47,都市：其他:住宅區,,,1110102,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1110706,118.51,3,2,2,有,有,19000000,160324,其他,9.91,0,,RPTOMLSKQHHGFBJ66DA,80.59,0.0,5.97,有,
竹北市,房地(土地+建物)+車位,新竹縣竹北市興隆路二段３４１號八樓,49.47,都市：其他:第一種住宅區,,,1110128,土地1建物1車位2,八層,十九層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1091024,274.81,0,0,0,無,有,27700000,117292,坡道平面,62.52,2800000,,RPOPMLSKQHHGFBJ88DA,127.59,7.44,13.22,有,
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強北路１０２號,29.2,都市：其他:第一種住宅區,,,1110102,土地1建物1車位1,一層,十一層,店面(店鋪),商業用,鋼筋混凝土造,1110331,180.95,0,0,0,無,有,39000000,241393,坡道平面,26.43,1700000,,RPUNMLLJQHHGFBJ48DA,90.83,5.46,0.0,有,
新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉明新六街９２號二樓,25.82,都市：其他:農業區,,,1110121,土地1建物1車位2,二層,九層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,1110329,142.1,3,2,2,有,有,10070000,74314,坡道機械,24.76,1350000,預售屋、或土地及建物分件登記案件；,RPSUMLRKNHHGFDJ96DA,70.98,0.0,9.12,有,
