鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
北屯區,房地(土地+建物)+車位,臺中市北屯區南興北三路１７號１４樓之１,21.43,住,,,1110718,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1110120,163.12,3,2,2,有,有,有,27500,178,坡道平面,25.3,3000,此為社會住宅包租代管,RPXWMLRLPHHGFBB07CC
北屯區,建物,臺中市北屯區山西路二段２１７號４樓之５,0.0,住,,,1110701,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850322,51.53,1,0,1,有,無,有,10000,194,,0.0,0,社宅案件,RPPOMLSLPHHGFBB18CC
北屯區,建物,臺中市北屯區南興路１７８號,0.0,住,,,1110715,土地0建物1車位1,見其他登記事項,15,店面(店鋪),店舖、住宅,鋼筋混凝土造,1091211,122.33,0,1,1,有,有,有,43500,356,坡道平面,29.6,0,租金含管理費。,RPROMLSLPHHGFBB38CC
北屯區,建物,臺中市北屯區東山路一段３６７之８號,0.0,住,,,1110701,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691028,156.71,3,2,3,有,無,有,20000,128,,0.0,0,社宅案件,RPSOMLSLPHHGFBB48CC
北區,建物,臺中市北區民權路４１５號１０樓之９,0.0,住,,,1110722,土地0建物1車位0,十層,15,套房(1房1廳1衛),住家用,ＲＣ造,0940201,72.67,1,1,1,有,有,有,17000,234,,0.0,0,住宅及都市更新中心辦理社會住宅包租代管計畫。水電費、瓦斯費由承租人負擔。,RPUOMLSLPHHGFBB68CC
北區,建物,臺中市北區德化街３７號三樓之４,0.0,商,,,1110722,土地0建物1車位0,三層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,0680109,21.98,1,0,1,有,無,有,5900,268,,0.0,0,住宅及都市更新中心辦理社會住宅包租代管計畫。水電費、瓦斯費由承租人負擔。,RPVOMLSLPHHGFBB78CC
北區,房地(土地+建物),臺中市北區育強街８之１號,24.47,商,,,1110725,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661024,56.38,3,1,1,有,無,有,9000,160,,0.0,0,社會住宅包租代管案件租金市價打9折。,RPXOMLSLPHHGFBB98CC
北屯區,房地(土地+建物)+車位,臺中市北屯區東山路一段２２５之１６巷３之８號,23.9,住,,,1110709,土地1建物1車位1,見其他登記事項,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800419,199.65,5,2,3,有,有,有,20000,100,坡道機械,0.0,0,社會住宅包租代管案件，簽約金為租金市價打9折。租金不含管理費,RPQPMLSLPHHGFBB38CC
北區,建物,臺中市北區育樂街２３巷１號,0.0,商,,,1110720,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680821,48.79,2,2,1,有,有,有,12000,246,,0.0,0,住宅及都市更新中心辦理社會住宅包租代管計畫。水電費、瓦斯費由承租人負擔。,RPURMLSLPHHGFBB98CC
北屯區,車位,臺中市北屯區文心路四段２８８號等公共設施車位B２-２６９,0.0,,,,1110716,土地0建物0車位1,,,其他,,,,27.23,0,0,0,有,有,有,3000,,坡道平面,27.23,3000,含清潔費,RPRTMLSLPHHGFBB88CC
