鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
屏東市,房地(土地+建物),屏東縣屏東巿廣東路１４３０之１號十三樓之二,20.35,都市：其他:住宅區,,,1110707,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070315,75.22,2,1,1,有,有,4200000,55836,,0.0,0,含傢俱設備費；,RPRNMLMLQHHGFAT76DA,45.24,1.68,6.25,有,053
九如鄉,土地,九和段727地號,65.94,都市：其他:鄰里公園兼兒童遊樂場用地,,,1110702,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,638279,9680,,0.0,0,包含公共設施保留地用地；,RPPNMLQKQHHGFAT86DA,0.0,0.0,0.0,無,
屏東市,房地(土地+建物),屏東縣屏東巿復興南路一段４４８巷３５號,61.41,,鄉村區,乙種建築用地,1110713,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0700304,97.6,6,2,2,有,無,4500000,46107,,0.0,0,,RPOOMLPKQHHGFAT76DA,97.6,0.0,0.0,無,
屏東市,房地(土地+建物),屏東縣屏東巿廣東路１５１６號六樓之一,21.61,都市：其他:住宅區,,,1110730,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800901,124.99000000000001,3,2,2,有,有,4500000,36003,,0.0,0,,RPROMLTJQHHGFAT37DA,86.18,0.9,10.37,有,
屏東市,房地(土地+建物),屏東縣屏東巿民學路１６巷４７之２號,42.27,都市：其他:住宅區,,,1110720,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710717,91.9,3,2,2,有,無,4000000,43526,,0.0,0,,RPQNMLNJQHHGFAT56DA,91.89,0.0,0.0,無,054
長治鄉,土地,長治段188-12地號,228.0,都市：其他:住宅區,,,1110729,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12760000,55965,,0.0,0,,RPROMLNJQHHGFAT76DA,0.0,0.0,0.0,無,
屏東市,土地,龍華段1208地號,2747.31,,一般農業區,農牧用地,1110701,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8250000,3003,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；農作物；農業設施；,RPXNMLLLPHHGFAT17DA,0.0,0.0,0.0,無,055
鹽埔鄉,房地(土地+建物)+車位,屏東縣鹽埔鄉勝利路１１１巷１之４號,39.1,都市：其他:住宅區,,,1110715,土地1建物1車位1,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840515,146.35000000000002,3,2,2,有,有,2780000,18996,一樓平面,0.0,0,,RPPNMLQKQHHGFBT96DA,104.25,0.0,3.76,有,056
高樹鄉,土地,南興段851-12地號,301.0,都市：其他:農業區,,,1110723,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2550000,8472,,0.0,0,,RPPNMLTKQHHGFBT27DA,0.0,0.0,0.0,無,
鹽埔鄉,土地,仕絨段597地號,2902.36,,一般農業區,農牧用地,1110703,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3975000,1370,,0.0,0,,RPXNMLNLQHHGFBT57DA,0.0,0.0,0.0,無,
鹽埔鄉,土地,仕絨段495-5地號,1420.74,,一般農業區,農牧用地,1110728,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4280000,3013,,0.0,0,,RPVPMLPLQHHGFBT77DA,0.0,0.0,0.0,無,
鹽埔鄉,土地,仕絨段495-7地號,1420.75,,一般農業區,農牧用地,1110716,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4100000,2886,,0.0,0,,RPSNMLSJQHHGFBT37DA,0.0,0.0,0.0,無,
鹽埔鄉,土地,仕絨段495-6地號,1420.74,,一般農業區,農牧用地,1110716,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4100000,2886,,0.0,0,,RPQNMLTJQHHGFBT27DA,0.0,0.0,0.0,無,
高樹鄉,土地,加蚋埔段331-24地號,171.0,,山坡地保育區,林業用地,1110722,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,120000,702,,0.0,0,,RPPNMLLKQHHGFBT09DA,0.0,0.0,0.0,無,
高樹鄉,土地,蕉場段96地號,223.64,,鄉村區,乙種建築用地,1110721,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3500000,15650,,0.0,0,未登記建物；,RPRNMLSLPHHGFBT37DA,0.0,0.0,0.0,無,
九如鄉,房地(土地+建物),屏東縣九如鄉冷水路３９巷４之４號,89.0,,鄉村區,乙種建築用地,1110722,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0750414,104.76,4,2,1,有,無,646900,6175,,0.0,0,土地增值稅33934元及移轉過戶登記所需費用均由買方負擔。親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPSOMLOLQHHGFAT17DA,101.3,3.46,0.0,無,
內埔鄉,房地(土地+建物),屏東縣內埔鄉統嶺巷２５２號四樓之二,8.38,,一般農業區,甲種建築用地,1110729,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0881130,26.549999999999997,1,0,1,有,有,610000,22976,,0.0,0,,RPPNMLOJQHHGFCT76DA,17.49,0.0,1.39,無,057
潮州鎮,房地(土地+建物),屏東縣潮州鎮朝昇東路１６３號,111.17,都市：其他:住宅區,,,1110724,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0940721,230.99,4,2,5,有,無,10000000,43292,,0.0,0,,RPTOMLOJQHHGFCT27DA,206.05,0.0,24.94,無,
內埔鄉,土地,科大段63地號,1094.26,,一般農業區,農牧用地,1110705,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3080000,2815,,0.0,0,,RPROMLMLQHHGFCT07DA,0.0,0.0,0.0,無,
林邊鄉,土地,鎮林段161-2地號,65.08,都市：其他:農業區,,,1110720,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,269600,4143,,0.0,0,,RPPNMLMLQHHGFDT86DA,0.0,0.0,0.0,無,058
新園鄉,房地(土地+建物),屏東縣新園鄉仙吉路１０９之９號,120.15,都市：其他:人行步道用地,,,1110718,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0671103,85.86,3,2,2,有,無,2280000,26555,,0.0,0,,RPTNMLPKQHHGFDT47DA,85.86,0.0,0.0,無,059
鹽埔鄉,土地,維新段988-2地號,1319.09,,一般農業區,農牧用地,1110711,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3220000,2441,,0.0,0,,RPVNMLNLQHHGFBT47EA,0.0,0.0,0.0,無,
鹽埔鄉,土地,維新段988-3地號,1404.07,,一般農業區,農牧用地,1110711,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3780000,2692,,0.0,0,,RPWNMLNLQHHGFBT57EA,0.0,0.0,0.0,無,
內埔鄉,土地,南寧段391地號,482.25,都市：其他:道路用地,,,1110713,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500000,1037,,0.0,0,包含公共設施保留地用地；,RPTNMLPLQHHGFCT57EA,0.0,0.0,0.0,無,
新園鄉,土地,新利段453-9地號,438.04,,鄉村區,乙種建築用地,1110727,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6600000,15067,,0.0,0,土地個別交易價格：640萬6400元整。建物個別交易價格：19萬3600元整。未登記建物；,RPRNMLOLQHHGFDT27DA,0.0,0.0,0.0,無,
恆春鎮,房地(土地+建物),屏東縣恆春鎮恒公路１６號十樓之十,3.81,都市：其他:住宅區,,,1110725,土地2建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841117,29.630000000000003,1,1,1,有,有,780000,26325,,0.0,0,,RPSNMLMJQHHGFET07DA,16.71,0.0,0.0,有,
恆春鎮,房地(土地+建物),屏東縣恆春鎮恒公路１６號九樓之十,3.81,都市：其他:住宅區,,,1110724,土地2建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841117,29.630000000000003,1,1,1,有,有,810000,27337,,0.0,0,,RPRNMLPJQHHGFET27DA,16.71,0.0,0.0,有,
恆春鎮,房地(土地+建物),屏東縣恆春鎮恆西路６６巷５８之６號,279.01,都市：其他:乙種工業區,,,1110715,土地2建物1車位0,全,一層,透天厝,工業用,鋼骨鋼筋混凝土構造,1090220,183.79,0,0,0,無,無,12100000,65836,,0.0,0,,RPPNMLLLQHHGFET86DA,183.79,0.0,0.0,無,
恆春鎮,房地(土地+建物),屏東縣恆春鎮恆西路６６巷５８之５號,266.64,都市：其他:乙種工業區,,,1110715,土地2建物1車位0,全,一層,透天厝,工業用,鋼骨鋼筋混凝土構造,1090220,183.79,0,0,0,無,無,12100000,65836,,0.0,0,,RPQNMLLLQHHGFET96DA,183.79,0.0,0.0,無,
竹田鄉,土地,水源段397地號,1329.07,,特定農業區,農牧用地,1110707,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4500000,3386,,0.0,0,,RPOOMLPLQHHGFCT07DA,0.0,0.0,0.0,無,060
潮州鎮,土地,明崙段95地號,2500.37,,一般農業區,農牧用地,1110725,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10500000,4199,,0.0,0,,RPOOMLQLQHHGFCT17DA,0.0,0.0,0.0,無,
九如鄉,房地(土地+建物),屏東縣九如鄉後庄路９９號,94.0,,鄉村區,乙種建築用地,1110705,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0800203,160.79,4,1,2,有,無,5600000,34828,,0.0,0,,RPQPMLOLQHHGFAT07DA,145.8,14.99,0.0,無,
九如鄉,房地(土地+建物),屏東縣九如鄉忠孝街１５２之８號,130.76,都市：其他:住宅區,,,1110701,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1110415,201.37,5,1,4,有,無,13000000,64558,,0.0,0,,RPPNMLPLQHHGFAT86DA,191.7,0.0,9.67,無,
鹽埔鄉,土地,民意段1034地號,4154.21,,一般農業區,農牧用地,1110717,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6000000,1444,,0.0,0,,RPVNMLNJQHHGFBT17DA,0.0,0.0,0.0,無,
來義鄉,土地,丹林段1703-1地號,381.0,,山坡地保育區,特定目的事業用地,1110722,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,571500,1500,,0.0,0,協議價購；,RPQOMLLLPHHGFCT76DA,0.0,0.0,0.0,無,
潮州鎮,房地(土地+建物),屏東縣潮州鎮壽星路７０巷１弄３０號,68.38,都市：其他:住宅區,,,1110704,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0840926,136.24,4,3,1,有,無,6500000,47710,,0.0,0,其他增建；,RPVNMLLJQHHGFCT07DA,122.31,4.31,9.62,無,
萬巒鄉,土地,永慶段102-10地號,89.09,,鄉村區,乙種建築用地,1110727,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,900000,10102,,0.0,0,未登記建物；,RPSQMLSLPHHGFCT87DA,0.0,0.0,0.0,無,
鹽埔鄉,房地(土地+建物),屏東縣鹽埔鄉維新路１９７號,117.53,,鄉村區,乙種建築用地,1110701,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0830801,215.41,5,3,5,有,無,10000000,46423,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQLQHHGFBT07DA,195.11,3.81,16.49,無,
鹽埔鄉,房地(土地+建物),屏東縣鹽埔鄉忠誠街３０號三樓之二,43.94,,鄉村區,乙種建築用地,1110712,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850729,135.44,3,1,2,有,無,2400000,17720,,0.0,0,土地：邱清泉價款：1566000元整建物：太坤建設有限公司價款：834000元整,RPTNMLNLQHHGFBT17DA,82.01,0.0,12.02,有,
屏東市,房地(土地+建物),屏東縣屏東巿莊敬街一段８４巷１５弄４號,24.85,都市：其他:道路用地,,,1110722,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701230,83.27,3,1,1,有,無,2420000,29062,,0.0,0,,RPPOMLNLQHHGFAT76DA,68.92,0.0,0.0,無,
屏東市,房地(土地+建物),屏東縣屏東巿古松西巷６９９號,79.03,都市：其他:住宅區,,,1110712,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0831213,213.16,5,2,3,有,無,7200000,33777,,0.0,0,,RPUOMLKKQHHGFAT86DA,140.22,3.18,6.72,無,
屏東市,房地(土地+建物)+車位,屏東縣屏東巿自由路７３６之１號六樓之一,14.29,都市：其他:住宅區,,,1110729,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841109,113.03999999999999,3,2,2,有,有,5250000,46444,坡道機械,0.0,0,,RPTPMLKKQHHGFAT86DA,74.54,0.0,7.57,有,061
屏東市,房地(土地+建物),屏東縣屏東巿大連路１巷３０號六樓之二,20.81,都市：其他:住宅區,,,1110722,土地1建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821005,133.18,3,2,2,有,有,5900000,44301,,0.0,0,,RPWNMLSJQHHGFAT67DA,91.24,0.74,10.27,有,062
屏東市,房地(土地+建物),屏東縣屏東巿清進路６０９號,72.0,,鄉村區,乙種建築用地,1110720,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,,100.8,4,2,3,有,無,5500000,54563,,0.0,0,,RPUOMLMJQHHGFAT96DA,100.8,0.0,0.0,無,
