鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
鹿野鄉,房地(土地+建物),臺東縣鹿野鄉光榮路５７６巷２０號,137.99,都市：其他:住宅區,,,1110808,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0841012,173.75,4,2,2,有,無,4480000,25784,,0.0,0,包含公共出入巷道用地。,RPPNMLNLQHHGFCV07DA,148.12,13.78,11.85,無,
卑南鄉,土地,下賓朗段858-2地號,23.7,,鄉村區,乙種建築用地,1110803,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,300000,12658,,0.0,0,,RPRNMLTJQHHGFAV47DA,0.0,0.0,0.0,無,
台東市,房地(土地+建物),臺東縣臺東市康樂路１３１巷７弄７號五樓,25.2,都市：其他:住宅區,,,1110809,土地4建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840601,98.19999999999999,3,2,2,有,無,2500000,25458,,0.0,0,,RPXNMLKKQHHGFAV27DA,68.61,9.49,0.0,無,01
延平鄉,土地,紅葉段16地號,5260.0,,山坡地保育區,農牧用地,1110822,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,436580,83,,0.0,0,,RPQNMLPLQHHGFCV47EA,0.0,0.0,0.0,無,
關山鎮,土地,德高段836地號,249.71,,鄉村區,乙種建築用地,1110818,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2880000,11533,,0.0,0,買賣總價款新台幣2880000元土地價款新台幣2500000元，未辦保存登記建物新台幣380000元未登記建物；,RPPNMLPLQHHGFCV27DA,0.0,0.0,0.0,無,
台東市,房地(土地+建物),臺東縣臺東市中華路一段１３６號七樓之１,4.98,都市：其他:住宅區,,,1110810,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840517,33.62,1,0,1,有,有,850000,25283,,0.0,0,,RPPNMLNLQHHGFAV86DA,19.2,0.0,0.0,有,
台東市,房地(土地+建物),臺東縣臺東市中華路一段１３６號四樓之１０,5.33,都市：其他:住宅區,,,1110810,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840517,35.989999999999995,1,0,1,有,有,900000,25007,,0.0,0,,RPQNMLNLQHHGFAV96DA,20.54,0.0,0.0,有,
台東市,土地,建華段1128地號,41.19,都市：其他:道路用地,,,1110822,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,100000,2428,,0.0,0,,RPXNMLMLQHHGFAV57DA,0.0,0.0,0.0,無,
台東市,土地,永豐段109地號,3.01,都市：其他:住宅區,,,1110824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,36120,12000,,0.0,0,協議價購；,RPTNMLPLPHHGFAV37DA,0.0,0.0,0.0,無,
台東市,土地,永豐段109-1地號,2.99,都市：其他:住宅區,,,1110824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,35880,12000,,0.0,0,協議價購；,SPTNMLPLPHHGFAV47DA,0.0,0.0,0.0,無,
台東市,土地,永豐段110地號,52.94,都市：其他:商業區,,,1110824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,682928,12900,,0.0,0,協議價購；,TPTNMLPLPHHGFAV57DA,0.0,0.0,0.0,無,
台東市,土地,永豐段110-1地號,40.06,都市：其他:住宅區,,,1110824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,516776,12900,,0.0,0,協議價購；,UPTNMLPLPHHGFAV67DA,0.0,0.0,0.0,無,
台東市,土地,路頂段422地號,453.75,,特定農業區,水利用地,1110822,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,247750,546,,0.0,0,協議價購；,RPVNMLPLPHHGFAV57DA,0.0,0.0,0.0,無,02
台東市,土地,路頂段426地號,9.4,,特定農業區,水利用地,1110822,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5132,546,,0.0,0,協議價購；,SPVNMLPLPHHGFAV67DA,0.0,0.0,0.0,無,03
台東市,土地,路頂段422地號,453.75,,特定農業區,水利用地,1110822,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,247750,546,,0.0,0,協議價購；,RPWNMLPLPHHGFAV67DA,0.0,0.0,0.0,無,02
台東市,土地,路頂段426地號,9.4,,特定農業區,水利用地,1110822,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5132,546,,0.0,0,協議價購；,SPWNMLPLPHHGFAV77DA,0.0,0.0,0.0,無,03
台東市,房地(土地+建物),臺東縣臺東市青海路四段３８１號,1593.71,都市：其他:商業區,,,1110809,土地2建物1車位0,全,一層,透天厝,住家用,鐵筋水泥磚木,,143.97,1,1,1,有,無,31053760,215696,,0.0,0,未登記建物；,RPSNMLNLQHHGFAV17DA,141.19,2.78,0.0,無,
台東市,房地(土地+建物),臺東縣臺東市中興路二段４１７巷７７號,60.0,都市：其他:住宅區,,,1110811,土地2建物1車位0,全,二層,透天厝,住家用,鐵筋水泥磚,0640312,83.46,2,2,1,有,無,3900000,46729,,0.0,0,,RPQNMLOLQHHGFAV07DA,83.46,0.0,0.0,無,06
金峰鄉,土地,介達段258地號,4240.0,,山坡地保育區,農牧用地,1110818,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1550000,366,,0.0,0,農作物；農業設施；,RPPNMLPLQHHGFDV37DA,0.0,0.0,0.0,無,
太麻里鄉,土地,金富段1000地號,93.34,,山坡地保育區,丙種建築用地,1110819,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,750000,8035,,0.0,0,,RPQNMLPLQHHGFDV47DA,0.0,0.0,0.0,無,
太麻里鄉,房地(土地+建物),臺東縣太麻里鄉龍泉路５３巷３號五樓之７,8.08,都市：其他:出租旅館區,,,1110802,土地2建物1車位0,五層,八層,套房(1房1廳1衛),其他,鋼筋混凝土造,0830930,36.99,1,0,1,有,有,890000,24061,,0.0,0,,RPPNMLMJQHHGFDV86DA,27.74,0.0,3.8,有,
太麻里鄉,房地(土地+建物),臺東縣太麻里鄉龍泉路３０之２號七樓之２２,6.53,都市：其他:旅館區,,,1110810,土地1建物1車位0,七層,十層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0870306,49.199999999999996,1,1,1,有,有,1380000,28049,,0.0,0,,RPPNMLMLQHHGFDV07DA,30.45,0.0,4.85,有,
